wv,snr
0.36345,0.0
0.3635,0.0
0.36355,0.0
0.3636,0.0
0.36365,0.0
0.3637,0.0
0.36375,0.0
0.3638,0.0
0.36385,0.0
0.3639,0.0
0.36395,0.0
0.364,0.0
0.36405,0.0
0.3641,0.0
0.36415,0.0
0.3642,0.0
0.36425,0.0
0.3643,0.0
0.36435,0.0
0.3644,0.0
0.36445,0.0
0.3645,0.0
0.36455,0.0
0.3646,0.0
0.36465,0.0
0.3647,0.0
0.36475,0.0
0.3648,0.0
0.36485,0.0
0.3649,0.0
0.36495,0.0
0.365,0.0
0.36505,0.0
0.3651,0.0
0.36515,0.0
0.3652,0.0
0.36525,0.0
0.3653,0.0
0.36535,0.0
0.3654,0.0
0.36545,0.0
0.3655,0.0
0.36555,0.0
0.3656,0.0
0.36565,0.0
0.3657,0.0
0.36575,0.0
0.3658,0.0
0.36585,0.0
0.3659,0.0
0.36595,0.0
0.366,0.0
0.36605,0.0
0.3661,0.0
0.36615,0.0
0.3662,0.0
0.36625,0.0
0.3663,0.0
0.36635,0.0
0.3664,0.0
0.36645,0.0
0.3665,0.0
0.36655,0.0
0.3666,0.0
0.36665,0.0
0.3667,0.0
0.36675,0.0
0.3668,0.0
0.36685,0.0
0.3669,0.0
0.36695,0.0
0.367,0.0
0.36705,0.0
0.3671,0.0
0.36715,0.0
0.3672,0.0
0.36725,0.0
0.3673,0.0
0.36735,0.0
0.3674,0.0
0.36745,0.0
0.3675,0.0
0.36755,0.0
0.3676,0.0
0.36765,0.0
0.3677,0.0
0.36775,0.0
0.3678,0.0
0.36785,0.0
0.3679,0.0
0.36795,0.0
0.368,0.0
0.36805,0.0
0.3681,0.0
0.36815,0.0
0.3682,0.0
0.36825,0.0
0.3683,0.0
0.36835,0.0
0.3684,0.0
0.36845,0.0
0.3685,0.0
0.36855,0.0
0.3686,0.0
0.36865,0.0
0.3687,0.0
0.36875,0.0
0.3688,0.0
0.36885,0.0
0.3689,0.0
0.36895,0.0
0.369,0.0
0.36905,0.0
0.3691,0.0
0.36915,0.0
0.3692,0.0
0.36925,0.0
0.3693,0.0
0.36935,0.0
0.3694,0.0
0.36945,0.0
0.3695,0.0
0.36955,0.0
0.3696,0.0
0.36965,0.0
0.3697,0.0
0.36975,0.0
0.3698,0.0
0.36985,0.0
0.3699,0.0
0.36995,0.0
0.37,0.0
0.37005,0.0
0.3701,380.3610591895746
0.37015,379.50735037428825
0.3702,379.12759263654846
0.37025,378.96418973629386
0.3703,378.7661952836109
0.37035,378.36164035724227
0.3704,377.86857461812053
0.37045,377.43277761675336
0.3705,377.03239004078677
0.37055,378.56997898316286
0.3706,380.0625219232987
0.37065,381.4975383510833
0.3707,382.9627083585655
0.37075,384.53043517018585
0.3708,386.11775929254145
0.37085,387.6367912136562
0.3709,389.14304153051734
0.37095,390.7032086719514
0.371,392.2939761689715
0.37105,393.76049734971747
0.3711,395.21331988670875
0.37115,396.66023275117635
0.3712,398.1287492871599
0.37125,399.63834414493806
0.3713,401.16065288247796
0.37135,402.6860185859781
0.3714,404.19832707986546
0.37145,405.71263999886844
0.3715,407.22773112768294
0.37155,406.3806363395127
0.3716,405.5024690599651
0.37165,404.5921705624145
0.3717,403.67496607610224
0.37175,402.77197409088967
0.3718,401.8619067039954
0.37185,400.9215829777394
0.3719,399.941154459666
0.37195,398.9253290943345
0.372,397.90824101187616
0.37205,398.6594118027372
0.3721,399.3989079892672
0.37215,400.07996766894865
0.3722,400.74992141203666
0.37225,401.46027424138225
0.3723,402.1897136690622
0.37235,402.9055411622409
0.3724,403.6042440188819
0.37245,404.2918748136556
0.3725,404.99343929542954
0.37255,405.3067225929691
0.3726,405.62427206207707
0.37265,405.92047523737205
0.3727,406.21220112558865
0.37275,406.502442437781
0.3728,406.7572327473518
0.37285,406.94866697031273
0.3729,407.1525016108305
0.37295,407.4323011826541
0.373,407.7186218962099
0.37305,406.71189256847333
0.3731,405.6663474411463
0.37315,404.6346636592411
0.3732,403.60532560974167
0.37325,402.5470430959753
0.3733,401.4269907454116
0.37335,400.2333863716897
0.3734,399.0307140998946
0.37345,397.878325191681
0.3735,396.71032220341976
0.37355,398.40315994493614
0.3736,400.0765199492026
0.37365,401.76139220482384
0.3737,403.4465084132205
0.37375,405.12313850473834
0.3738,406.8169257530221
0.37385,408.5509074434944
0.3739,410.28057801923075
0.37395,411.9653047942211
0.374,413.6456286617179
0.37405,414.73664411588015
0.3741,415.84456284207164
0.37415,416.94116035537485
0.3742,418.02743606293274
0.37425,419.12246730716504
0.3743,420.2054898527946
0.37435,421.2755088268244
0.3744,422.36752893915633
0.37445,423.5018934605901
0.3745,424.6127996254373
0.37455,427.05628488181645
0.3746,429.49548232840414
0.37465,432.0107781653399
0.3747,434.5691289873782
0.37475,437.119480066591
0.3748,439.6459591736434
0.37485,442.14678937640787
0.3749,444.62946092689765
0.37495,447.1094724915697
0.375,449.614638461132
0.37505,453.13564324972873
0.3751,456.65030789406194
0.37515,460.11893184702143
0.3752,463.58219668650423
0.37525,467.0866087316272
0.3753,470.6053144880599
0.37535,474.1119590973626
0.3754,477.6174715178467
0.37545,481.1303876343469
0.3755,484.63208620566644
0.37555,485.7926245869414
0.3756,486.945659402036
0.37565,488.1321919135186
0.3757,489.34215079909
0.37575,490.5523474718968
0.3758,491.7360185215084
0.37585,492.8791022201659
0.3759,494.01870933911516
0.37595,495.1919211246967
0.376,496.3816182650005
0.37605,498.7960656165162
0.3761,501.2030395238299
0.37615,503.6104680563277
0.3762,506.0170592485816
0.37625,508.42259831210794
0.3763,510.8286782567332
0.37635,513.2248524657106
0.3764,515.6455920536109
0.37645,518.0160905213684
0.3765,520.3824918779071
0.37655,524.205131746651
0.3766,528.0479457780125
0.37665,531.8905506314361
0.3767,535.7082228879443
0.37675,539.4857793644754
0.3768,543.2614720913725
0.37685,547.062411214857
0.3769,550.9034680871932
0.37695,554.729616961325
0.377,558.5333798432068
0.37705,562.7146814334625
0.3771,566.8726600111574
0.37715,571.0252682403776
0.3772,575.1970723154421
0.37725,579.4060032177294
0.3773,583.5997679078258
0.37735,587.7666502813936
0.3774,591.9030197569905
0.37745,596.0435655239999
0.3775,600.1880986477921
0.37755,602.9854772194929
0.3776,605.8059867409397
0.37765,608.61133202948
0.3777,611.4250221353093
0.37775,614.245404618025
0.3778,617.0422249623729
0.37785,619.7941144034788
0.3779,622.5677884271183
0.37795,625.3671974564317
0.378,628.1942481427126
0.37805,628.0613164924575
0.3781,627.8770688563035
0.37815,627.6665786920893
0.3782,627.4386468574273
0.37825,627.2455952656748
0.3783,627.0468132120474
0.37835,626.7971749880128
0.3784,626.4977091440485
0.37845,626.2282166591895
0.3785,625.9414246277253
0.37855,624.2686826850226
0.3786,622.5488274759404
0.37865,620.7615846852896
0.3787,618.954928409303
0.37875,617.1682554250194
0.3788,615.3528261844122
0.37885,613.4660442239486
0.3789,611.5518372323237
0.37895,609.6545296280822
0.379,607.7318315871677
0.37905,607.0322348563907
0.3791,606.3106057019526
0.37915,605.5894137256853
0.3792,604.8433398144073
0.37925,604.0466106889425
0.3793,603.2344988134025
0.37935,602.4438607935037
0.3794,601.66205801256
0.37945,600.8619161304513
0.3795,600.0360942652228
0.37955,602.9998403859396
0.3796,605.9326578791672
0.37965,608.834713678151
0.3797,611.7387406161579
0.37975,614.6751825159431
0.3798,617.6324098764544
0.37985,620.5894249271443
0.3799,623.5286181420316
0.37995,626.4395666829316
0.38,629.3353631862888
0.38005,632.5137401057559
0.3801,635.6966415227084
0.38015,638.8770412185244
0.3802,642.0550781904615
0.38025,645.2317728119434
0.3803,648.4103178459984
0.38035,651.592615573634
0.3804,654.7574516763253
0.38045,657.8903290186519
0.3805,661.0030852626604
0.38055,661.0693894942489
0.3806,661.1361570991982
0.38065,661.1982824540258
0.3807,661.2505357657227
0.38075,661.3128742108493
0.3808,661.3527678821722
0.38085,661.3537550442015
0.3809,661.3423193265685
0.38095,661.3285709154748
0.381,661.3186803767722
0.38105,658.2083320197406
0.3811,655.0420045198925
0.38115,651.8039243407864
0.3812,648.5347600803728
0.38125,645.268551444248
0.3813,641.9666733738292
0.38135,638.5907411540313
0.3814,635.156037560794
0.38145,631.6859901277007
0.3815,628.1848352206902
0.38155,624.829488686801
0.3816,621.4223882249556
0.38165,617.950097164114
0.3817,614.4203805880644
0.38175,610.8459965605742
0.3818,607.2538659640156
0.38185,603.6574305859024
0.3819,599.9991090806226
0.38195,596.2252812582286
0.382,592.4087361785854
0.38205,588.8270854690301
0.3821,585.2091574946859
0.38215,581.5168482683696
0.3822,577.7659079954568
0.38225,573.9681078396816
0.3823,570.1516608160845
0.38235,566.2827034046513
0.3824,562.3518885412483
0.38245,558.3428819678563
0.3825,554.2858464094687
0.38255,552.3711403235798
0.3826,550.4467480070487
0.38265,548.4832150073315
0.3827,546.4707180069324
0.38275,544.4193198789445
0.3828,542.3545445111268
0.38285,540.302404824667
0.3829,538.2286387806314
0.38295,536.1038136834051
0.383,533.9618857404962
0.38305,534.869015137
0.3831,535.7648575438108
0.38315,536.6043660506764
0.3832,537.4334094237487
0.38325,538.300322050386
0.3833,539.1699280006655
0.38335,540.0063169193716
0.3834,540.8412524356089
0.38345,541.7043521395224
0.3835,542.5805804497393
0.38355,547.9592895287824
0.3836,553.2953299644018
0.38365,558.6070430448639
0.3837,563.8753572968125
0.38375,569.0803629210026
0.3838,574.2554439137328
0.38385,579.4311734282567
0.3839,584.5811219637226
0.38395,589.6747119065645
0.384,594.7269076855739
0.38405,602.4267840905601
0.3841,610.0601479022612
0.38415,617.623247632038
0.3842,625.1055151414184
0.38425,632.4973619079631
0.3843,639.8167087442246
0.38435,647.0765524397311
0.3844,654.2776749102078
0.38445,661.4187555268377
0.3845,668.502554977178
0.38455,671.0259602265658
0.3846,673.5513669501785
0.38465,676.0772960154977
0.3847,678.584622116044
0.38475,681.0594117322652
0.3848,683.5184705247258
0.38485,685.9799513815249
0.3849,688.4391624397399
0.38495,690.8954209213945
0.385,693.3519179506189
0.38505,691.6468944206213
0.3851,689.9153538943003
0.38515,688.1414432128958
0.3852,686.3617736775817
0.38525,684.6079410682269
0.3853,682.8446673490051
0.38535,681.0363408467415
0.3854,679.1993368382002
0.38545,677.3606408989295
0.3855,675.5156023016648
0.38555,675.3158318327314
0.3856,675.1121807561516
0.38565,674.9069534613957
0.3857,674.7042852892829
0.38575,674.5052794522757
0.3858,674.2929899781549
0.38585,674.0533045693875
0.3859,673.7994743275931
0.38595,673.5485324157618
0.386,673.3020061579427
0.38605,676.5382793069197
0.3861,679.7481105356621
0.38615,682.9181118040602
0.3862,686.0789574637213
0.38625,689.262043739885
0.3863,692.4554542494236
0.38635,695.6414768867421
0.3864,698.8008449063993
0.38645,701.9277169094487
0.3865,705.0320941188025
0.38655,705.2068326422167
0.3866,705.3885786316267
0.38665,705.5752767996377
0.3867,705.7435538933324
0.38675,705.8777043704823
0.3868,706.015430217232
0.38685,706.1905044855246
0.3869,706.3687855730035
0.38695,706.5126103302732
0.387,706.6391412906872
0.38705,705.8263223136782
0.3871,705.01570951595
0.38715,704.2008558624632
0.3872,703.3811114907862
0.38725,702.5577521724671
0.3873,701.734955369824
0.38735,700.9147221842644
0.3874,700.0781947098865
0.38745,699.2111399525247
0.3875,698.3289199719812
0.38755,697.087247075787
0.3876,695.8428752382171
0.38765,694.5921108664812
0.3877,693.3401245452958
0.38775,692.0902565882026
0.3878,690.8188582426808
0.38785,689.5094479064134
0.3879,688.2000113893214
0.38795,686.9238399758439
0.388,685.6425097249535
0.38805,684.424491957669
0.3881,683.2004764363721
0.38815,682.0084393018307
0.3882,680.8207261672968
0.38825,679.6018546022002
0.3883,678.3463547435318
0.38835,677.0621461264342
0.3884,675.7777106271021
0.38845,674.517558874584
0.3885,673.2706179620834
0.38855,675.2215259170918
0.3886,677.1540951418184
0.38865,679.0596561958454
0.3887,680.9463005401286
0.38875,682.82791167512
0.3888,684.724899135279
0.38885,686.6488892446266
0.3889,688.5692635139652
0.38895,690.4556434905418
0.389,692.3218051015831
0.38905,695.6792191968932
0.3891,699.0328086288914
0.38915,702.3786716206586
0.3892,705.6935105605954
0.38925,708.9622584923121
0.3893,712.2235045483718
0.38935,715.5115896446504
0.3894,718.786899744663
0.38945,722.010216459471
0.3895,725.2208268793238
0.38955,726.6521413167517
0.3896,728.0869219037711
0.38965,729.4848824218159
0.3897,730.8634032836566
0.38975,732.2474139046328
0.3898,733.6334741660343
0.38985,735.0144168472908
0.3899,736.3972855839618
0.38995,737.7858116561616
0.39,739.1548485209441
0.39005,740.3389738798321
0.3901,741.5265741087395
0.39015,742.7535891878031
0.3902,743.9781463366631
0.39025,745.1604598800669
0.3903,746.3401972951127
0.39035,747.5597615328866
0.3904,748.783729088592
0.39045,749.9703556825846
0.3905,751.1383862048244
0.39055,753.1717633524588
0.3906,755.2066777294211
0.39065,757.234189180285
0.3907,759.2534523875328
0.39075,761.2666118572848
0.3908,763.2747420147349
0.39085,765.2799999380394
0.3909,767.2883339074137
0.39095,769.2995819387883
0.391,771.2851548885269
0.39105,770.3719058158692
0.3911,769.4624244120729
0.39115,768.5959737606056
0.3912,767.7303745021388
0.39125,766.8205994525714
0.3913,765.9057746034213
0.39135,765.0289928872007
0.3914,764.1564017594436
0.39145,763.247348863829
0.3915,762.3129530758737
0.39155,757.9491290159476
0.3916,753.5823375286161
0.39165,749.2224223211878
0.3917,744.828477066979
0.39175,740.3660604860743
0.3918,735.8747184655032
0.39185,731.3934365436205
0.3919,726.8878696617534
0.39195,722.3179774600859
0.392,717.6944216732924
0.39205,710.4893604717021
0.3921,703.2290073473552
0.39215,695.9199935348216
0.3922,688.5280285780539
0.39225,681.0203273821589
0.3923,673.4103543749619
0.39235,665.716669705618
0.3924,657.9342172144997
0.39245,650.0541251439001
0.3925,642.073343014208
0.39255,633.266497797507
0.3926,624.3317250274489
0.39265,615.2640146664943
0.3927,606.0582008883298
0.39275,596.7088209818477
0.3928,587.2013717209288
0.39285,577.5299275211545
0.3929,567.7064135288392
0.39295,557.7364482236505
0.393,547.5659157390206
0.39305,546.9068183528543
0.3931,546.234170680284
0.39315,545.5903072720936
0.3932,544.9613142518415
0.39325,544.3268058803396
0.3933,543.6855105728424
0.39335,543.0434121994878
0.3934,542.4046009555565
0.39345,541.7694620501646
0.3935,541.1203055143721
0.39355,550.6429291534353
0.3936,560.0038966935812
0.39365,569.2365315820249
0.3937,578.3422026044494
0.39375,587.306337011448
0.3938,596.1287441896686
0.39385,604.7929897175488
0.3939,613.3393126433228
0.39395,621.8011273059758
0.394,630.1562535208417
0.39405,638.4609005403296
0.3941,646.6388276426635
0.39415,654.7190565165142
0.3942,662.7182592315316
0.39425,670.6567537727353
0.3943,678.4974912243398
0.39435,686.2155843676125
0.3944,693.8475759441443
0.39445,701.435172930916
0.3945,708.9500856894676
0.39455,714.0103612248898
0.3946,719.004325365175
0.39465,723.9791600656871
0.3947,728.9369155943677
0.39475,733.8949956356299
0.3948,738.8119883207239
0.39485,743.6768050711645
0.3949,748.4857943128858
0.39495,753.272771512052
0.395,758.0328565670575
0.39505,757.6733821858631
0.3951,757.311480277313
0.39515,756.949936477625
0.3952,756.5884641175224
0.39525,756.225943801823
0.3953,755.8640452432181
0.39535,755.5015392373933
0.3954,755.1386277878102
0.39545,754.7752154970618
0.3955,754.4117771655859
0.39555,748.0253101224006
0.3956,741.5867805825332
0.39565,735.0877898225559
0.3957,728.5286668556234
0.39575,721.9266963173152
0.3958,715.2400455160656
0.39585,708.4579329250823
0.3959,701.6093521454742
0.39595,694.7249165075737
0.396,687.7924805181476
0.39605,679.3150303367433
0.3961,670.707662177576
0.39615,661.9578397121394
0.3962,653.094696008044
0.39625,644.1478825797948
0.3963,635.0468863215659
0.39635,625.839619145125
0.3964,616.4513774237796
0.39645,606.9293385240177
0.3965,597.0780950932326
0.39655,597.8826679500412
0.3966,598.5299305983766
0.39665,599.2086360685373
0.3967,599.8713610665292
0.39675,600.4768233771061
0.3968,601.0641829696698
0.39685,601.691883356866
0.3969,602.3324606338443
0.39695,602.7966335324567
0.397,603.5927215681148
0.39705,615.0794986244892
0.3971,626.3394469179432
0.39715,637.3403580570526
0.3972,648.2052851179327
0.39725,658.8873854743899
0.3973,669.382284077029
0.39735,679.7507423734913
0.3974,689.8302511018085
0.39745,699.8947158931907
0.3975,709.7553936221308
0.39755,718.6109348538507
0.3976,727.4087295970616
0.39765,735.9061361441206
0.3977,744.5354344086333
0.39775,752.9413326673615
0.3978,761.2513596497414
0.39785,769.4747814674774
0.3979,777.6174124513235
0.39795,785.651829184107
0.398,793.6202056937357
0.39805,798.0049124120336
0.3981,802.3494621339421
0.39815,806.6256357240721
0.3982,810.8741124678097
0.39825,815.1410327658506
0.3983,819.4025047726649
0.39835,823.0631111236713
0.3984,827.8299784336002
0.39845,831.9730801814171
0.3985,836.0694025413233
0.39855,838.3601680897341
0.3986,840.7225951143062
0.39865,843.0873400924255
0.3987,845.4442122464297
0.39875,847.7326122467929
0.3988,850.0337238809859
0.39885,852.364549485885
0.3989,854.689687010202
0.39895,856.9682404042521
0.399,859.2194414265102
0.39905,859.8364465305184
0.3991,860.4335466074823
0.39915,860.9975314048313
0.3992,861.4581218519068
0.39925,862.1428113599036
0.3993,862.760806586872
0.39935,863.3383004703752
0.3994,863.966749465104
0.39945,864.5077712695546
0.3995,865.0610781231982
0.39955,865.1148457469837
0.3996,865.151187986215
0.39965,865.0752410505745
0.3997,864.9964445122986
0.39975,865.209947415223
0.3998,865.2639333711222
0.39985,865.2772159700979
0.3999,865.2496531026997
0.39995,865.1895382871836
0.4,865.1366282761227
0.40005,865.0489373860353
0.4001,864.9613944572859
0.40015,864.7986216889101
0.4002,864.81890456177
0.40025,864.7493201930852
0.4003,864.6696476836186
0.40035,864.6082679245125
0.4004,864.5151619201955
0.40045,864.3793098642334
0.4005,864.2508017365551
0.40055,865.1871545349488
0.4006,866.1393829426627
0.40065,867.0387260700046
0.4007,867.8775096499428
0.40075,868.7657797379453
0.4008,869.616503603857
0.40085,870.5967613031929
0.4009,871.523046636242
0.40095,872.4159082253966
0.401,873.2651886368903
0.40105,873.8499568643523
0.4011,874.4384825837715
0.40115,875.0754003097144
0.4012,875.7273165386125
0.40125,876.3597921425136
0.4013,877.0139269501478
0.40135,877.6586830675858
0.4014,878.2658756538701
0.40145,878.8404511032104
0.4015,879.4075389146376
0.40155,879.6982231207666
0.4016,879.9913947605077
0.40165,880.2460973303719
0.4017,880.4645646321882
0.40175,880.6829660922405
0.4018,880.9282173836262
0.40185,881.2109146001939
0.4019,881.4955804865064
0.40195,881.7310648532704
0.402,881.9505313748352
0.40205,881.5279659185558
0.4021,881.0848864850492
0.40215,880.5776927726653
0.4022,880.0999294208937
0.40225,879.6637565331702
0.4023,879.2279523840565
0.40235,878.7118940620995
0.4024,878.2382362194124
0.40245,877.7955050128307
0.4025,877.3605174104026
0.40255,876.0081463325089
0.4026,874.5781922841344
0.40265,873.2534560675703
0.4027,871.8854770118777
0.40275,870.5204362917949
0.4028,869.1479516043934
0.40285,867.7735979882069
0.4029,866.4047822709007
0.40295,865.0426358366514
0.403,863.6556950073958
0.40305,863.609070808114
0.4031,863.5646552644547
0.40315,863.5691353424289
0.4032,863.5811170590849
0.40325,863.5392227073962
0.4033,863.4775433395635
0.40335,863.4319174677664
0.4034,863.3686107127837
0.40345,863.2557282366022
0.4035,863.1379757929972
0.40355,862.3004623881928
0.4036,861.4885648112531
0.40365,860.6783321416135
0.4037,859.8420936888473
0.40375,858.9640103077194
0.4038,858.073397938887
0.40385,857.1872677421961
0.4039,856.3052600923314
0.40395,855.417027329344
0.404,854.5335229504716
0.40405,852.3824264515428
0.4041,850.2275386297773
0.40415,848.0703594116834
0.4042,845.9158603066214
0.40425,843.7656740677968
0.4043,841.5953353700031
0.40435,839.383625430188
0.4044,837.1519132208635
0.40445,834.9253600261161
0.4045,832.700773174227
0.40455,833.0392315610692
0.4046,833.3802044359489
0.40465,833.727414046526
0.4047,834.0466303099441
0.40475,834.3130463682903
0.4048,834.5821677346571
0.40485,834.9006809870077
0.4049,835.2199355532157
0.40495,835.4887967883991
0.405,835.7273078393112
0.40505,834.3858628400556
0.4051,833.050244056207
0.40515,831.7120240744495
0.4052,830.369768776159
0.40525,829.0262376536107
0.4053,827.6872994213327
0.40535,826.3545972482627
0.4054,825.002184199212
0.40545,823.608493700721
0.4055,822.1954553744267
0.40555,819.9473007967804
0.4056,817.7053405400937
0.40565,815.4553812017743
0.4057,813.2093437554523
0.40575,810.9715111423121
0.4058,808.7070708877228
0.40585,806.3921348917769
0.4059,804.0818531051802
0.40595,801.823678492309
0.406,799.5689669878915
0.40605,798.3496342743302
0.4061,797.104604620954
0.40615,795.8683425221402
0.4062,794.6366685992633
0.40625,793.4002628161874
0.4063,792.1642911399445
0.40635,790.9366848014356
0.4064,789.690762512562
0.40645,788.4055693896203
0.4065,787.0924897883757
0.40655,786.8662899324385
0.4066,786.6754179029085
0.40665,786.536856972325
0.4067,786.3687298618992
0.40675,786.1008655875961
0.4068,785.8010936838789
0.40685,785.55108708329
0.4069,785.3350170542956
0.40695,785.1133166530007
0.407,784.8533969841473
0.40705,784.6485809075285
0.4071,784.4466273895861
0.40715,784.2956639285658
0.4072,784.144900075636
0.40725,783.9387468392556
0.4073,783.7026651049721
0.40735,783.4721474092482
0.4074,783.2422371004026
0.40745,783.0026305483805
0.4075,782.7636407699978
0.40755,783.2979539666339
0.4076,783.7974848841823
0.40765,784.235612970198
0.4077,784.669908391538
0.40775,785.1532784881715
0.4078,785.6334835369096
0.40785,786.0517590931926
0.4079,786.4339466137943
0.40795,786.8168858226223
0.408,787.1981541929753
0.40805,788.00654576525
0.4081,788.8006497952975
0.40815,789.5826917830874
0.4082,790.3545879420649
0.40825,791.1144958770726
0.4083,791.8601801410782
0.40835,792.5910868959378
0.4084,793.3175388405805
0.40845,794.0425082879971
0.4085,794.7269803112599
0.40855,793.4938598570801
0.4086,792.2637298667892
0.40865,791.0929553134745
0.4087,789.925305318005
0.40875,788.6988369040278
0.4088,787.440576720762
0.40885,786.1900648378522
0.4089,784.9445215607587
0.40895,783.6935279862042
0.409,782.4373789202704
0.40905,778.4303656322207
0.4091,774.4203330478016
0.40915,770.4066839334574
0.4092,766.3866605340967
0.40925,762.3595624910055
0.4093,758.3360563191
0.40935,754.31870606702
0.4094,750.2680436245702
0.40945,746.1561468684768
0.4095,742.0472777730963
0.40955,738.3988659185499
0.4096,734.7478481611608
0.40965,731.0307104850747
0.4097,727.301856226112
0.40975,723.6246508413967
0.4098,719.9782997415787
0.40985,716.3252761813826
0.4099,712.642178252686
0.40995,708.9158917329904
0.41,705.1599105070566
0.41005,705.1946947224297
0.4101,705.2530397465479
0.41015,705.3556917927558
0.4102,705.4394308859783
0.41025,705.44934647032
0.4103,705.4477204143517
0.41035,705.5023534618132
0.4104,705.5532253349097
0.41045,705.5360107263514
0.4105,705.4782855360314
